TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
27-May-16,219.5,220.95,219,219.79,194400
26-May-16,221.49,222,218,218.33,210300
25-May-16,224,227.1,220,220.32,278100
24-May-16,228.78,231.98,223.5,224.15,282300
23-May-16,237,237,228,228.09,971600
20-May-16,244.98,244.98,237,240,465700
19-May-16,230,243.4,230,243.32,785000
18-May-16,227.31,233,227.31,231.81,143700
17-May-16,226,232.15,226,228.05,291100
16-May-16,225,228,223.8,227.55,73900
13-May-16,231.5,231.5,227.1,229.21,166400
12-May-16,234.7,234.7,228.1,229.44,435700
11-May-16,232.5,235.25,230,232.99,714600
10-May-16,231.99,232.99,229.01,231.31,318700
9-May-16,229.95,234.3,229.95,232.17,769000
6-May-16,222,232,222,228.26,568900
5-May-16,213,224.5,213,223.19,364600
4-May-16,215.9,221,213.56,216.56,847500
3-May-16,208,214.5,206.5,213.59,196400
2-May-16,212,215.5,206.01,208.44,448300
29-Apr-16,201.14,211.83,201.14,211.53,511900
28-Apr-16,200,205.45,200,201.75,213200
27-Apr-16,198.13,201.64,198.13,200.19,48400
26-Apr-16,199.05,201.9,198.99,199.52,530600
25-Apr-16,200,200.01,198.1,199.06,269000
22-Apr-16,200,201,198.05,200.17,54300
21-Apr-16,202.99,202.99,198,198.71,442300
20-Apr-16,202.07,203,201,201.4,79900
19-Apr-16,203,203.5,198.5,202.06,309200
18-Apr-16,203.99,204.5,202.7,202.88,95000
15-Apr-16,204.8,205,202.5,203.17,157500
14-Apr-16,202.81,205,202.81,204.04,68300
13-Apr-16,202,204,202,203.55,33300
12-Apr-16,203.88,203.95,202.02,203.32,25400
11-Apr-16,204,205.21,201.24,202.12,414700
8-Apr-16,205,205.9,204,205.21,169200
7-Apr-16,205.25,205.26,203.5,204.52,415400
6-Apr-16,206,206.3,205.1,205.85,64000
5-Apr-16,208,208,205,206.3,118000
4-Apr-16,206.22,208.85,206.22,206.79,2096900
1-Apr-16,207,208.99,205.61,207.19,81800
31-Mar-16,201,206.99,201,206.03,1357700
30-Mar-16,205,207,202.75,202.93,203200
29-Mar-16,206.7,207,204.75,204.98,87500
28-Mar-16,207.01,208,206.75,207,150200
25-Mar-16,208,209.49,207.05,208.06,74400
24-Mar-16,211.75,211.75,207.76,208.08,224000
22-Mar-16,207.99,215,205.13,210.07,214600
21-Mar-16,206,207.5,205.27,206.65,99900
18-Mar-16,205.15,207.5,201,206.63,157100
17-Mar-16,208.5,208.5,206,207.38,146500
16-Mar-16,208.4,209.45,206.5,208.61,121300
15-Mar-16,208.7,211.97,206,206.74,96700
14-Mar-16,207,208.98,205.1,206.67,75400
11-Mar-16,208,208.47,206,206.76,93600
10-Mar-16,208,209.35,206.7,208,136800
9-Mar-16,208,209.45,206,208,161400
8-Mar-16,207,209.99,205,205.76,546400
7-Mar-16,201.5,206.99,201.5,205.67,246500
4-Mar-16,200.66,202,200.26,202,274300
3-Mar-16,196.5,203,196.5,200.9,522100
2-Mar-16,197.5,198,196,197.14,434300
1-Mar-16,197.99,197.99,195.25,195.49,157900
29-Feb-16,195.02,197,195.02,196,88100
26-Feb-16,195,198.5,194,197.43,912400
25-Feb-16,195.49,195.49,193.1,194.94,151300
24-Feb-16,192.5,195,192.13,194.07,123500
23-Feb-16,195,196.98,193.99,194.26,279200
22-Feb-16,193.75,194.88,191,193.73,102000
19-Feb-16,192.11,195,191,191.84,158400
18-Feb-16,193.9,194.88,191.2,192.7,379200
17-Feb-16,193.45,194,190.5,191.41,82400
16-Feb-16,197.47,199.45,192,193.63,184400
15-Feb-16,197,200,193.98,196.12,154100
12-Feb-16,202,202,193.99,194.15,258000
11-Feb-16,203.98,203.98,200.1,201.25,69400
10-Feb-16,206.3,206.3,200.99,201.42,236700
9-Feb-16,210.25,210.5,205.7,206.22,818500
8-Feb-16,205.9,209.75,205.89,208.65,723400
4-Feb-16,204.3,205.99,203.26,203.79,321600
3-Feb-16,203.25,203.99,199.65,203.07,672800
2-Feb-16,203,209,203,204.32,830900
1-Feb-16,192,202.32,192,202.22,647000
29-Jan-16,191.01,194.4,191.01,192.69,494800
28-Jan-16,192.9,193.29,191.5,191.94,72100
27-Jan-16,192.15,194.5,192.15,193.37,214400
26-Jan-16,194,194.88,190.5,192.25,73100
25-Jan-16,190.01,198,190.01,194.72,124000
22-Jan-16,191.52,191.52,190,190.2,202800
21-Jan-16,193,194.64,190.5,191.36,132700
20-Jan-16,195.45,195.45,189.01,193.78,297500
19-Jan-16,196,196,192,194.05,742000
18-Jan-16,198.49,199.5,190.5,195.55,227100
15-Jan-16,208,208,200,200.44,439700
14-Jan-16,202,205.9,200,204.06,125800
13-Jan-16,210,210,203.2,204.86,44200
12-Jan-16,206.5,211.5,202.5,206.77,124200
11-Jan-16,210.13,212,206,206.9,158900
10-Jan-16,216.9,216.9,210.5,211.06,2545800
9-Jan-16,216.9,216.9,210.5,211.06,2545800
8-Jan-16,216.9,216.9,210.5,211.06,2545800
7-Jan-16,216,216,214,214.37,59200
6-Jan-16,218.8,218.8,214.35,214.56,362200
5-Jan-16,218.99,218.99,212.55,216.85,126800
4-Jan-16,218.99,218.99,216.21,216.91,51900
1-Jan-16,216.5,218,216.02,217.37,69300
31-Dec-15,215.11,218.4,215.11,216.85,82400
30-Dec-15,215.11,217.8,215.02,215.71,92400
29-Dec-15,218,218,215.65,216.11,689400
28-Dec-15,217.01,219.5,216.61,217.95,405600
23-Dec-15,216.26,218.75,216.26,217.71,59300
22-Dec-15,218.5,218.8,216.5,217.96,1233400
21-Dec-15,219.88,219.88,215.01,218.79,139900
18-Dec-15,218.5,219.98,216.2,217.79,309100
17-Dec-15,217,219.9,216.06,218.86,1620100
16-Dec-15,213,217.4,211.5,216.72,320200
15-Dec-15,218,218,210,210.65,287600
14-Dec-15,218.01,218.04,214,215.02,431300
11-Dec-15,219.25,221,217.5,218.84,189000
10-Dec-15,216.5,221.99,216.5,220.6,1690200
9-Dec-15,213.5,216.1,212.62,215.12,2034300
8-Dec-15,212,214,211,212.21,1743600
7-Dec-15,213.5,214.49,211,211.93,396400
4-Dec-15,212,214,210.5,213.35,116100
3-Dec-15,217.9,217.9,208.1,210.36,1193600
2-Dec-15,209,215.73,206.01,215.12,980900
1-Dec-15,205,209.5,204.5,205.46,282100
30-Nov-15,215,215,204.15,205.34,541800
27-Nov-15,217,217,212.5,214.89,321900
26-Nov-15,223,224,214,214.49,169600
25-Nov-15,225.21,225.21,219.25,220.62,777400
24-Nov-15,228,229.91,225.75,225.82,175800
23-Nov-15,230.01,230.74,229.03,229.47,49300
20-Nov-15,231,231.95,229,229.59,47900
19-Nov-15,231.5,231.5,229.01,229.82,95700
18-Nov-15,232.9,233.5,230.02,230.8,116000
17-Nov-15,232,233.5,231.05,231.74,99800
16-Nov-15,236,238.9,230.19,230.9,145400
13-Nov-15,236.82,238.89,236.5,237.87,30100
12-Nov-15,238,241,233.5,236.83,201300
11-Nov-15,233.9,239,230,238.03,38700
10-Nov-15,240.1,242.4,232,232.58,100100
9-Nov-15,242.34,245.5,242.34,243.8,126200
6-Nov-15,242,245.72,242,244.34,55600
5-Nov-15,247,247,239.42,242.34,105700
4-Nov-15,245,246.5,245,245.85,453600
3-Nov-15,247.4,247.4,243.5,244.52,62500
2-Nov-15,245,248,243.99,244.66,717300
30-Oct-15,242.5,245.5,241.2,244.87,157700
29-Oct-15,242.99,242.99,240.01,241.34,70000
28-Oct-15,244.75,244.75,240.01,241.51,380500
27-Oct-15,243.35,244.79,240,240.99,82200
26-Oct-15,245.9,246.95,242.6,243.38,43300
22-Oct-15,246.5,246.5,243,243.35,66900
21-Oct-15,244.9,245,242,244.42,148700
20-Oct-15,243.9,246,241.05,243.5,175500
19-Oct-15,240.05,244.95,240.05,242,104100
16-Oct-15,243.45,243.45,239.75,241.63,115700
15-Oct-15,241.1,242,239.19,239.43,139000
14-Oct-15,243,244.99,238,240.41,156500
13-Oct-15,238,244,237,242,417500
12-Oct-15,234,239,231.4,237.86,404100
9-Oct-15,228.01,232.97,228.01,229.9,495000
8-Oct-15,227.94,231.5,226.1,228.93,230500
7-Oct-15,230,231.79,224.98,226.2,215100
6-Oct-15,231.5,234,228,228.56,255600
5-Oct-15,234.5,235.25,228,229.03,188600
2-Oct-15,231.44,237.5,230.4,234.01,212700
1-Oct-15,230,232.99,228.28,230.16,286100
30-Sep-15,234.99,239.95,227.5,229.45,198000
29-Sep-15,235.1,239.9,231,233.13,94200
28-Sep-15,240,240,237,237.11,184900
23-Sep-15,240,240,237.1,237.82,51700
22-Sep-15,237.98,241.84,237,237.76,225600
21-Sep-15,239.96,239.96,235.1,236.16,292200
18-Sep-15,239.99,242,235,236.87,147500
17-Sep-15,247.8,247.8,234,237.01,120000
16-Sep-15,245,246.25,243.33,243.88,58800
15-Sep-15,253.95,253.95,242,243.32,186100
14-Sep-15,251.05,254.5,250.05,253.08,48300
11-Sep-15,255,255,253.1,254.46,162500
10-Sep-15,250.01,255.36,250.01,254.11,304200
9-Sep-15,245,255,244.5,253.89,247600
8-Sep-15,244.97,245,239.5,243.75,75000
7-Sep-15,246,246.49,238.25,240.63,129000
4-Sep-15,253.95,253.95,240.51,245.49,167000
3-Sep-15,248.4,251,245.02,250.96,219200
2-Sep-15,248.9,248.98,243.15,246.31,138700
1-Sep-15,253.99,253.99,245,245.73,136000
31-Aug-15,255.5,258,252,255.25,213000
28-Aug-15,255.12,258,255,255.77,387500
27-Aug-15,257.86,258,254.5,255.11,223600
26-Aug-15,257.49,257.49,253.05,254.26,257600
25-Aug-15,259.5,259.5,251.01,255.53,156800
24-Aug-15,257.03,257.03,254.04,254.04,232800
21-Aug-15,270,272,265.11,267.41,46200
20-Aug-15,266.06,270,266.06,269.7,130300
19-Aug-15,274,275,265,265.96,355400
18-Aug-15,275,275.5,270.11,272.88,210400
17-Aug-15,273.07,276.6,271.51,272.66,220800
13-Aug-15,274.01,277,274.01,276.01,86400
12-Aug-15,277,278.99,274,274.86,338400
11-Aug-15,278,280,274.51,277.54,280100
10-Aug-15,281,281,276,276.02,50900
7-Aug-15,281.9,281.9,277.5,279.94,76900
6-Aug-15,283.45,283.45,278.99,279.88,75500
5-Aug-15,279,286.5,277.7,281.67,1137000
4-Aug-15,277.01,281,276.55,277.12,89100
3-Aug-15,279.2,281.4,278.51,279.26,409800
31-Jul-15,274,280,272.76,277.2,48900
30-Jul-15,277.99,278.9,272.2,273.43,114000
29-Jul-15,273.8,277.75,273.51,276.86,130700
28-Jul-15,275,278.5,272.1,274.08,612900
27-Jul-15,276.01,280,270,275.08,225900
24-Jul-15,279.9,279.9,275.03,276.07,138300
23-Jul-15,277.8,281,275.06,277.48,728400
22-Jul-15,268,277.05,268,275.63,578900
16-Jul-15,265.95,267.9,264,266.81,910800
15-Jul-15,264.49,265.39,263.16,264.68,188700
14-Jul-15,265,267,262,262.58,704100
13-Jul-15,262.01,264.5,262,264.05,134600
10-Jul-15,266.74,266.74,262.14,263.53,376200
9-Jul-15,265,265,261.05,263.48,315300
8-Jul-15,265.01,266,263.5,264.94,874200
7-Jul-15,268.9,271.5,265,265.41,491100
6-Jul-15,270,270,264,267.96,1550000
3-Jul-15,267.9,269.7,265,268.9,772500
2-Jul-15,262.01,268,262,265.5,1534500
1-Jul-15,250,261.57,249.7,260.29,942100
30-Jun-15,245.98,250,245,249.12,541800
29-Jun-15,239.43,245,238,244.15,474600
26-Jun-15,235.61,240,235.6,239.43,221700
25-Jun-15,235.11,240,235.1,237.72,673500
24-Jun-15,234,238.7,232.5,236.69,847400
23-Jun-15,238.5,238.5,232,232.88,674500
22-Jun-15,240.5,240.5,235.99,237.1,306600
19-Jun-15,242.47,243.5,238.1,239.81,395100
18-Jun-15,237.01,244,236.8,240.87,973100
17-Jun-15,242.05,244,233.05,235.19,997700
16-Jun-15,248.79,248.8,241.3,242.3,425400
15-Jun-15,248.9,251.99,246.51,247.39,1005100
12-Jun-15,249,249,245.5,246.58,1440500
11-Jun-15,252.04,253.9,245,247.14,663900
10-Jun-15,257.5,260,251.75,252.04,313500
9-Jun-15,263.75,265,256.6,257.52,388500
8-Jun-15,259.16,265,259.16,260.95,426500
5-Jun-15,275.71,276.85,272.01,272.79,472700
4-Jun-15,279.01,280,275,277.49,870800
3-Jun-15,283.94,286.97,280,281.24,236300
2-Jun-15,270,282.07,270,281.76,735500
1-Jun-15,268.96,273.5,266.25,268.64,251300
29-May-15,256.05,268.75,256,268.54,479500
28-May-15,253.51,256.4,253.5,255.96,47600
27-May-15,249,256.69,248.2,254.29,218200
26-May-15,254.35,256.9,248,249.32,212000
25-May-15,267,267.01,254.35,254.35,514400
22-May-15,267,269.95,267,267.73,193700
21-May-15,267.98,267.98,263.81,266.49,96200
20-May-15,268,269,265,265.07,91400
19-May-15,269.85,273.5,266,268.53,128400
18-May-15,269.9,271,264.51,269.85,48100
15-May-15,266,267.5,264.5,266.1,86700
14-May-15,269.85,269.85,265,265.24,56000
13-May-15,269.5,270,267,267.2,31400
12-May-15,268.65,269.7,265.25,268.65,54200
11-May-15,271.06,271.06,262.31,264.04,141600
8-May-15,276,276.9,272.8,273.26,38400
7-May-15,278,278.99,274.5,275.87,314100
6-May-15,277.48,280.01,276.06,279.02,96900
5-May-15,278.97,282,275.05,276.01,91600
4-May-15,278,280,275.85,277.42,111300
30-Apr-15,281.95,281.95,276,276.28,195300
29-Apr-15,287,287,280,281.15,583300
28-Apr-15,292.97,300.5,284,285.39,935100
27-Apr-15,286.55,292.5,286.55,291.68,734000
24-Apr-15,283,286.99,281.01,286.19,195200
23-Apr-15,289,289,280.99,282.28,269900
22-Apr-15,283.52,294.49,283.51,287.46,594400
21-Apr-15,283.07,295,283,284.36,227200
20-Apr-15,275,284.88,272.5,284.71,708900
17-Apr-15,260.26,275,260.12,271.32,736500
16-Apr-15,261.8,264.8,258.65,263.03,240500
15-Apr-15,260,261.2,258.73,259.9,123300
14-Apr-15,259.61,261.9,257,258.72,215000
13-Apr-15,263,263,257.65,259.79,240900
10-Apr-15,254,266.94,254,262.89,618700
9-Apr-15,252.99,255,245,254.23,401200
8-Apr-15,260.25,260.5,250,251.63,416300
7-Apr-15,260.99,260.99,257.5,258.88,284600
6-Apr-15,260,262.9,259.4,261.76,295300
3-Apr-15,262,264,254.75,260.29,428600
2-Apr-15,260.01,263,256,258.82,319100
1-Apr-15,246.55,258.85,243,258.4,540600
31-Mar-15,235,246.54,235,246.53,1037200
30-Mar-15,238,240,226.77,234.8,1127700
27-Mar-15,244.1,244.55,236,238.67,550000
26-Mar-15,243.95,246,237,242.69,901700
25-Mar-15,237.66,243.2,237.65,240.25,716700
24-Mar-15,251.09,251.14,238.54,239.25,2546400
20-Mar-15,264.5,264.5,251.09,251.09,2145600
19-Mar-15,270,270,262,264.3,336300
18-Mar-15,277.99,277.99,263,270.96,345700
17-Mar-15,277.85,277.85,273,273.95,140400
16-Mar-15,280,281,275.5,277.73,184000
13-Mar-15,277.78,278.6,275.41,277.6,403500
12-Mar-15,277.82,279,273.5,274.93,103000
11-Mar-15,274,279.45,272.5,277.82,137400
10-Mar-15,279.5,281,275.04,276.58,202200
9-Mar-15,287,288,278.06,279.71,170700
6-Mar-15,296.25,296.5,285.1,288.59,163600
5-Mar-15,298.25,299.5,295.5,296,81800
4-Mar-15,296,300,296,297.74,69900
3-Mar-15,303,304.94,291.4,293.89,524800
2-Mar-15,305,308.99,300.6,303.46,390900
27-Feb-15,314.51,314.51,301.5,303.95,310600
26-Feb-15,318.31,319.9,316.25,317.08,60300
25-Feb-15,320.97,320.97,315,318.31,41400
24-Feb-15,311.99,319,311.01,317.92,70400
23-Feb-15,313.26,317.99,308,312.17,163900
20-Feb-15,307,315.89,304.11,314.48,43200
19-Feb-15,302.99,307.4,300.35,306.96,57800
18-Feb-15,304.2,304.2,299,301.41,73700
17-Feb-15,307.99,307.99,301.07,301.88,96100
16-Feb-15,306.72,309.45,302.5,303.38,87200
13-Feb-15,305,314.57,302.01,306.72,137500
12-Feb-15,316.9,316.9,303.2,305.22,206400
11-Feb-15,314,316,313,314.33,120000
10-Feb-15,314.76,316.4,313.6,314.32,74400
9-Feb-15,322.5,323.02,312.9,314.52,121900
6-Feb-15,331.98,331.98,319.8,321.27,1337500
4-Feb-15,337.94,340,327.8,331.75,500200
3-Feb-15,334.5,343,332,338.82,312000
2-Feb-15,334.5,336,331,334.5,268600
30-Jan-15,333.1,336,333.1,334.82,116700
29-Jan-15,333.95,336,332.01,334.81,70500
28-Jan-15,332.99,335,329.06,333.96,392400
27-Jan-15,331.01,334.71,330.1,332.49,281600
26-Jan-15,333,335,330,333.77,83800
23-Jan-15,335,335,328.3,329.75,194100
22-Jan-15,333.01,335.49,331.6,334.85,84100
21-Jan-15,333,335.9,333,334.87,144900
20-Jan-15,331.5,336,328.13,334.4,293600
19-Jan-15,326.99,331.25,324.6,330.68,250400
16-Jan-15,320,328,320,326.11,215400
15-Jan-15,322,325.5,319,321.34,146100
14-Jan-15,319.98,323.99,317.05,320.06,641900
13-Jan-15,317.5,319.7,315,318.8,157100
12-Jan-15,311,319,311,317.09,265000
9-Jan-15,317.5,318,309.5,311.05,119300
8-Jan-15,319.65,321,314.11,316.31,217200
7-Jan-15,308.5,324,308,319.65,1803900
6-Jan-15,305.02,311,305.02,309.95,158800
5-Jan-15,311,311,307.86,309.13,746000
2-Jan-15,308,313,308,311.9,128600
1-Jan-15,307,311.99,306.05,308.98,110200
31-Dec-14,307.95,307.95,305.1,305.65,108000
30-Dec-14,302.7,306.95,302.02,305.49,489500
29-Dec-14,299.5,304,299,302.18,282000
26-Dec-14,302,303.1,298,299.78,206500
24-Dec-14,292.9,302.9,292.9,301.74,777000
23-Dec-14,287.45,292.25,286.1,291.61,542900
22-Dec-14,280.1,289.4,280.1,287.54,224800
19-Dec-14,281,285.5,278.5,280.61,162800
18-Dec-14,290,292,279.15,280.92,248200
17-Dec-14,293.5,293.5,282,286.18,1107100
16-Dec-14,293,293,289,290.28,1134900
15-Dec-14,293.11,293.9,290.01,291.51,700800
12-Dec-14,296.1,298.95,291,292.2,382500
11-Dec-14,297,297.99,295.5,296.99,489000
10-Dec-14,298,298,296.26,297.1,178600
9-Dec-14,296.2,298,295.61,297,178900
8-Dec-14,298.94,300,296.5,297.97,210400
5-Dec-14,295.71,303,295.7,296.87,730200
4-Dec-14,293,297,292.04,296.22,497700
3-Dec-14,292,293.49,290.25,291.45,229900
2-Dec-14,285.11,292,285,290.6,419100
1-Dec-14,287.01,291.93,284.6,285.79,287300
28-Nov-14,289.95,291,285.2,288.53,258500
27-Nov-14,290,290,287.5,289.48,81300
26-Nov-14,283,289.94,282.55,288.6,201900
25-Nov-14,287.01,289.5,280.5,283.94,406700
24-Nov-14,285.25,290.01,285.25,289.58,239900
21-Nov-14,282.5,288.95,281,287.19,152700
20-Nov-14,285.88,285.88,276.9,282.25,281700
19-Nov-14,289.8,289.85,283,284.03,280600
18-Nov-14,291.5,292.7,286.1,287.24,231200
17-Nov-14,282.5,292,281.5,290.46,1551400
14-Nov-14,282.05,283.4,279.25,281.07,205600
13-Nov-14,281.5,284.99,281.3,281.8,275000
12-Nov-14,281,284,280.32,281.19,408900
11-Nov-14,280.95,281.5,279.15,280.95,338800
10-Nov-14,280.5,281.98,278.51,280.18,473000
7-Nov-14,276.8,282,273.98,280.46,968400
6-Nov-14,280.3,285.5,276.51,278.17,506200
5-Nov-14,280.21,283.25,279.21,280.65,539800
31-Oct-14,281,281.5,278.5,280.57,189000
30-Oct-14,283.45,283.45,280.35,280.96,180500
29-Oct-14,282.49,283.25,280.8,281.8,249600
28-Oct-14,285.49,285.6,281,281.98,381300
27-Oct-14,286.1,287,283.11,284.53,330100
24-Oct-14,286.1,286.99,283.15,284.01,140900
23-Oct-14,286.5,288,285.3,286.19,127300
22-Oct-14,284.9,288,284.9,286.03,150000
21-Oct-14,283.05,289,277.15,281.66,207500
20-Oct-14,289.95,289.95,282,283.96,162300
17-Oct-14,288.95,288.95,285.01,286.99,376900
16-Oct-14,287.95,288.84,285.15,285.98,174400
15-Oct-14,286.57,289.1,286.5,288.53,78200
14-Oct-14,289.9,291.6,288.01,289.59,105300
13-Oct-14,284,291.75,284,289.1,548700
10-Oct-14,283.38,285.49,283.21,284.75,60300
9-Oct-14,282.65,285.25,282.65,283.38,27700
3-Oct-14,283.61,286.5,283,284.98,121500
2-Oct-14,284.1,285.47,282.95,284.17,136900
1-Oct-14,282.4,285.74,282.16,285.09,94000
30-Sep-14,282.4,284.39,279.25,282.57,184000
29-Sep-14,282.05,283.2,280,280.19,267400
26-Sep-14,284.79,289,283,283.65,182400
25-Sep-14,283,286,282.05,285.59,375500
24-Sep-14,283.5,285.49,282,282.44,238300
23-Sep-14,281.2,284.1,281.2,283.36,37300
22-Sep-14,285.5,285.5,282,282.06,37200
19-Sep-14,282.53,284.75,281.5,282.37,132800
18-Sep-14,288,288,283,284.54,144100
17-Sep-14,286.9,290.5,283.55,288.54,484000
16-Sep-14,283.5,287.5,283.5,285.92,227900
15-Sep-14,282,283.5,279.5,283.08,37000
12-Sep-14,281.5,284.5,280.11,282.86,212200
11-Sep-14,280.5,281.69,278.6,280.78,528400
10-Sep-14,278.7,280.89,278.33,279.92,164000
9-Sep-14,281,281.5,276.76,278.15,603300
8-Sep-14,284.1,285,282.55,283.17,215700
5-Sep-14,282.5,285,282.25,282.82,60500
4-Sep-14,285,286,281,283.03,265200
3-Sep-14,286,287.86,283.51,284.17,185700
2-Sep-14,279.9,286.95,279.6,285.66,197800
1-Sep-14,276,278.9,274.2,276.77,623800
29-Aug-14,275.5,281.47,274.05,279.78,318800
28-Aug-14,270.01,272,267.05,268.07,441100
27-Aug-14,284.95,284.95,272,274.69,448800
26-Aug-14,284.8,285.75,281.1,282.77,317800
25-Aug-14,288,289.49,283,284.72,88000
22-Aug-14,289.95,292.99,289,289.67,47000
21-Aug-14,287.86,292.56,288,290.1,256000
20-Aug-14,285,287.5,283.51,285.11,165900
19-Aug-14,284,286.4,281.01,285.11,33200
18-Aug-14,285.02,289.7,284.5,285.73,145400
15-Aug-14,288,290,287,287.99,177200
13-Aug-14,288,290,285,288.05,112600
12-Aug-14,279,286.98,270,285.78,574800
11-Aug-14,291.51,292,282.39,282.39,377700
8-Aug-14,299.05,299.5,297,297.25,439300
7-Aug-14,301.13,304,297,300.11,504900
6-Aug-14,302,303.99,299.75,300.95,180000
5-Aug-14,300,304.3,299.11,302.47,535700
4-Aug-14,301.01,305,296.5,300.02,564700
28-Jul-14,305,307,302.5,305.12,209500
24-Jul-14,301.5,306.4,301.5,305.45,226700
23-Jul-14,301.9,305.5,300.61,301.73,106200
22-Jul-14,300.06,303,300.06,301.91,80700
21-Jul-14,303.51,305.95,298.5,302.43,184600
18-Jul-14,305.06,311,302.3,303.78,319000
17-Jul-14,303.44,309.7,303,307.52,931000
16-Jul-14,298.1,302.75,298,302.11,217300
15-Jul-14,300,302,297.99,298.89,142800
14-Jul-14,293.13,301.99,293.13,300.35,256100
11-Jul-14,298,298,293,293.77,24600
10-Jul-14,297.1,297.98,295,296.4,39200
9-Jul-14,297.92,299,296.5,298.96,33700
8-Jul-14,299,299,296,298.75,44400
7-Jul-14,296.51,299,296.5,298.28,20400
4-Jul-14,301.1,301.4,298.5,299.15,29900
3-Jul-14,302.2,302.2,298.5,301.11,81700
2-Jul-14,302,303.49,300,301.69,78400
1-Jul-14,300,304.2,297.16,303.04,215100
30-Jun-14,300.48,303,298.05,301.35,415200
27-Jun-14,301.1,303,299.65,300.71,349000
26-Jun-14,307.9,308,299,300.85,1088000
25-Jun-14,304.75,308.19,304.1,307.15,306700
24-Jun-14,300,305.7,298.02,304.13,522200
23-Jun-14,292,301,292,300.15,200800
20-Jun-14,292.11,295.9,291,293.77,264700
19-Jun-14,296.05,296.05,291,292.93,422400
18-Jun-14,300,300.9,295,297.41,185900
17-Jun-14,302.05,305,298.99,299.5,316100
16-Jun-14,304,304,301,303.44,150900
13-Jun-14,296.45,304.48,296.45,303.5,332800
12-Jun-14,294.6,297,294.11,296.2,65400
11-Jun-14,293.8,296.89,293.8,295.11,203300
10-Jun-14,300.7,301.39,293,293.84,346800
9-Jun-14,302.58,306.45,297,297.59,322200
6-Jun-14,297.9,306.25,296.5,302.58,1544700
5-Jun-14,296.01,301.45,290.5,295.47,539500
4-Jun-14,296.05,297.5,293,295.5,128400
3-Jun-14,307.5,308.49,291.54,300.14,547300
2-Jun-14,300,311,297,306.88,812100
30-May-14,299.25,304,297.05,301.3,893200
29-May-14,289,299.8,289,298.26,1082000
28-May-14,290.01,291,288,288.56,293500
27-May-14,291.5,293.1,289.35,290.02,404300
26-May-14,286,292.8,285.5,291.29,664100
23-May-14,287.5,287.6,285.5,286.07,39600
22-May-14,286.5,287.55,286,286.5,90300
21-May-14,288,288,286.52,287.29,172400
20-May-14,287.5,289.5,287,287.82,239500
19-May-14,286.01,289.71,285.5,288.97,1312200
16-May-14,286.96,288,286,286.55,131100
15-May-14,285.5,289.5,285,286.11,611300
14-May-14,284.25,286.89,284.25,286.09,262100
13-May-14,284.8,287.49,283.5,285.18,280500
12-May-14,283,285.9,283,284.59,420400
9-May-14,284.98,284.98,282.54,283.65,75200
8-May-14,278.5,283.9,278.5,283.42,169000
7-May-14,281.88,282.99,279.55,280.39,184600
6-May-14,281.7,281.95,279.6,280.2,109000
5-May-14,283.75,284.89,279.55,281.7,194700
2-May-14,283,287.85,281.7,283.61,711100
30-Apr-14,282.48,284.9,280,282.65,1108000
29-Apr-14,280.14,282.45,279.75,280.29,674900
28-Apr-14,283.01,283.99,281.9,282.58,266400
25-Apr-14,282.5,284.99,279.5,283.61,497800
24-Apr-14,281.5,282.7,276.5,282.04,820100
23-Apr-14,284.05,285.5,275,278.24,664000
22-Apr-14,279,285,279,283.81,1139800
21-Apr-14,278.5,279.95,274.5,278.81,545700
18-Apr-14,281.95,285.2,276,277.56,839800
17-Apr-14,281.5,287.5,274,282.04,3344000
16-Apr-14,271.4,282.5,271.4,280.98,2829100
15-Apr-14,270.01,275.99,267,270.82,2345700
14-Apr-14,277.35,279.5,270,271.49,643300
11-Apr-14,276.05,282,276,278.88,1873700
10-Apr-14,276.5,278,274.27,275.56,606800
9-Apr-14,273,276.99,272,276.36,620800
8-Apr-14,278.49,280.3,271.81,273.53,999500
7-Apr-14,270.4,278.5,269.25,276.79,1806700
4-Apr-14,263.7,271,263.2,268.73,1557000
3-Apr-14,262.39,266.5,262.05,263.67,1343100
2-Apr-14,259.97,262.5,259.42,260.8,885100
1-Apr-14,251.2,259,251,258.42,799800
31-Mar-14,251,252,249.5,251.23,313300
28-Mar-14,248,252.79,247.15,250.05,1096700
27-Mar-14,239,247.75,238.93,247.02,1451700
26-Mar-14,240.5,241,235.9,237.98,740300
25-Mar-14,236.1,240,236.1,238.54,395300
24-Mar-14,245.1,245.11,234.51,235.62,987600
21-Mar-14,255.01,255.25,242.12,246.55,974400
20-Mar-14,255.96,257,251.3,254.53,373900
19-Mar-14,257.57,257.65,253.5,254.71,423800
18-Mar-14,262,262.7,257,257.57,435900
17-Mar-14,252.71,262.8,252.71,260.87,682400
14-Mar-14,283,283,279,280.71,414500
13-Mar-14,283,283.2,281.02,282.43,305400
12-Mar-14,284.1,285.04,282.3,282.88,220900
11-Mar-14,281.4,284,281.4,283.54,561500
10-Mar-14,279.39,282,278.15,280.19,540900
7-Mar-14,279,282,277,278.16,678000
6-Mar-14,276.82,282,276,278.42,874400
5-Mar-14,272,277.1,270.09,274.83,344800
4-Mar-14,268,272.05,267.5,271.11,306700
3-Mar-14,269.99,272.75,267.02,268.43,245900
28-Feb-14,263,271,261.25,268.9,643100
27-Feb-14,263,263.7,260.65,262.38,168800
